clip_name,start_frame,end_frame,verb_id,verb_name,action_id,action_name,noun_ids,noun_names
P23-R03-BaconAndEggs-144301-145590,003460,003498,42,Unknown verb 41,3,Take eating_utensil,30,cup
P23-R03-BaconAndEggs-1676478-1678405,040231,040286,42,Unknown verb 41,3,Take eating_utensil,30,cup
P23-R03-BaconAndEggs-1683717-1684468,040407,040430,42,Unknown verb 41,3,Take eating_utensil,30,cup
P23-R03-BaconAndEggs-223767-225486,005366,005416,42,Unknown verb 41,3,Take eating_utensil,30,cup
P24-R03-BaconAndEggs-110376-113639,002641,002736,42,Unknown verb 41,3,Take eating_utensil,30,cup
P24-R03-BaconAndEggs-113240-114641,002714,002755,42,Unknown verb 41,3,Take eating_utensil,30,cup
P24-R03-BaconAndEggs-2010962-2012000,048261,048290,42,Unknown verb 41,3,Take eating_utensil,30,cup
P25-R06-GreekSalad-784106-785331,018815,018851,42,Unknown verb 41,3,Take eating_utensil,30,cup
P05-R02-TurkeySandwich-174471-177055,004181,004256,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P05-R02-TurkeySandwich-179102-185135,004284,004458,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P09-R02-TurkeySandwich-260200-265600,006231,006388,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P09-R02-TurkeySandwich-265600-273850,006354,006593,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P10-R02-TurkeySandwich-205600-219800,004900,005310,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P10-R02-TurkeySandwich-82100-90100,001951,002182,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P11-R02-TurkeySandwich-194285-198335,004652,004771,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P11-R02-TurkeySandwich-204395-214855,004880,005182,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P12-R02-TurkeySandwich-174528-176278,004184,004235,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P12-R02-TurkeySandwich-176278-181237,004218,004362,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P12-R02-TurkeySandwich-181267-194112,004319,004690,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P12-R02-TurkeySandwich-194118-196993,004651,004735,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P12-R02-TurkeySandwich-196993-203825,004711,004908,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P14-R02-TurkeySandwich-157919-164208,003775,003956,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P14-R02-TurkeySandwich-166160-168983,003980,004063,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P14-R02-TurkeySandwich-170248-172866,004079,004155,43,Unknown verb 42,13,Put condiment_container,24,lettuce
P20-R03-BaconAndEggs-352040-353989,008444,008500,44,Unknown verb 43,6,Put eating_utensil,30,cup
P20-R03-BaconAndEggs-839992-842356,020154,020222,44,Unknown verb 43,6,Put eating_utensil,30,cup
P21-R04-ContinentalBreakfast-1633430-1636822,039194,039292,44,Unknown verb 43,6,Put eating_utensil,30,cup
P22-R03-BaconAndEggs-1950442-1953052,046804,046880,44,Unknown verb 43,6,Put eating_utensil,30,cup
P22-R03-BaconAndEggs-3070712-3073055,073692,073759,44,Unknown verb 43,6,Put eating_utensil,30,cup
P22-R03-BaconAndEggs-948634-951407,022761,022840,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-132870-133798,003186,003214,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-136606-137664,003276,003306,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-167397-173996,004001,004192,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-1679080-1680869,040293,040345,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-206708-208762,004955,005016,44,Unknown verb 43,6,Put eating_utensil,30,cup
P23-R03-BaconAndEggs-2107882-2109321,050586,050627,44,Unknown verb 43,6,Put eating_utensil,30,cup
P25-R06-GreekSalad-2114592-2120184,050737,050898,44,Unknown verb 43,6,Put eating_utensil,30,cup
P25-R06-GreekSalad-724744-726382,017389,017438,44,Unknown verb 43,6,Put eating_utensil,30,cup
P25-R06-GreekSalad-786962-788795,018883,018936,44,Unknown verb 43,6,Put eating_utensil,30,cup
P25-R06-GreekSalad-853954-855364,020491,020532,44,Unknown verb 43,6,Put eating_utensil,30,cup
P13-R01-PastaSalad-2710407-2711390,065047,065076,45,Unknown verb 44,3,Take eating_utensil,26,pot
P13-R01-PastaSalad-332836-335166,007983,008049,45,Unknown verb 44,3,Take eating_utensil,26,pot
P13-R01-PastaSalad-375896-378421,009015,009089,45,Unknown verb 44,3,Take eating_utensil,26,pot
P14-R01-PastaSalad-121571-123688,002912,002974,45,Unknown verb 44,3,Take eating_utensil,26,pot
P14-R01-PastaSalad-123688-128105,002958,003085,45,Unknown verb 44,3,Take eating_utensil,26,pot
P14-R01-PastaSalad-128249-129458,003074,003110,45,Unknown verb 44,3,Take eating_utensil,26,pot
P14-R01-PastaSalad-770531-772531,018487,018546,45,Unknown verb 44,3,Take eating_utensil,26,pot
P17-R03-BaconAndEggs-390828-392948,009374,009436,45,Unknown verb 44,3,Take eating_utensil,26,pot
P17-R04-ContinentalBreakfast-490562-492012,011770,011812,45,Unknown verb 44,3,Take eating_utensil,26,pot
P17-R04-ContinentalBreakfast-814791-815471,019553,019573,45,Unknown verb 44,3,Take eating_utensil,26,pot
P18-R04-ContinentalBreakfast-765427-768499,018363,018451,45,Unknown verb 44,3,Take eating_utensil,26,pot
P19-R04-ContinentalBreakfast-517246-519394,012408,012471,45,Unknown verb 44,3,Take eating_utensil,26,pot
P19-R04-ContinentalBreakfast-632781-634976,015181,015245,45,Unknown verb 44,3,Take eating_utensil,26,pot
P19-R04-ContinentalBreakfast-65410-67776,001564,001632,45,Unknown verb 44,3,Take eating_utensil,26,pot
P20-R04-ContinentalBreakfast-611594-614213,014672,014748,45,Unknown verb 44,3,Take eating_utensil,26,pot
P18-R04-ContinentalBreakfast-862870-864385,020705,020749,46,Unknown verb 45,14,Cut onion,31,counter
P19-R04-ContinentalBreakfast-750872-755164,018010,018134,46,Unknown verb 45,14,Cut onion,31,counter
P19-R04-ContinentalBreakfast-755479-761188,018118,018282,46,Unknown verb 45,14,Cut onion,31,counter
P21-R06-GreekSalad-1170613-1173459,028087,028171,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2442172-2447190,058600,058745,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2446273-2448911,058704,058780,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2466070-2480380,059151,059564,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2480380-2482500,059524,059585,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2588935-2591863,062127,062212,46,Unknown verb 45,14,Cut onion,31,counter
P22-R03-BaconAndEggs-2605227-2606745,062522,062565,46,Unknown verb 45,14,Cut onion,31,counter
P23-R03-BaconAndEggs-2362332-2365160,056688,056771,46,Unknown verb 45,14,Cut onion,31,counter
P24-R03-BaconAndEggs-1310762-1320210,031436,031708,46,Unknown verb 45,14,Cut onion,31,counter
P24-R03-BaconAndEggs-1320210-1321892,031681,031730,46,Unknown verb 45,14,Cut onion,31,counter
P24-R03-BaconAndEggs-1321892-1325260,031717,031815,46,Unknown verb 45,14,Cut onion,31,counter
P25-R06-GreekSalad-1779284-1780893,042698,042746,46,Unknown verb 45,14,Cut onion,31,counter
P20-R03-BaconAndEggs-596616-599845,014310,014405,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P20-R04-ContinentalBreakfast-342043-344775,008203,008281,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1053992-1055985,025290,025349,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1086280-1087784,026067,026110,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1278225-1279963,030673,030724,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P21-R04-ContinentalBreakfast-282702-285839,006777,006868,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P22-R03-BaconAndEggs-1612739-1616945,038695,038817,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P22-R03-BaconAndEggs-1616966-1620550,038799,038902,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P22-R03-BaconAndEggs-1650774-1653030,039613,039678,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P23-R03-BaconAndEggs-820715-825812,019685,019832,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P24-R03-BaconAndEggs-2030136-2031672,048720,048764,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P24-R03-BaconAndEggs-407714-411097,009777,009875,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P24-R03-BaconAndEggs-411097-412756,009862,009911,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P24-R03-BaconAndEggs-416739-418707,009997,010053,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P24-R03-BaconAndEggs-634490-635739,015224,015261,47,Unknown verb 46,3,Take eating_utensil,32,bread_container
P10-R01-PastaSalad-110350-113950,002640,002743,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P10-R02-TurkeySandwich-182750-186250,004378,004478,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P11-R02-TurkeySandwich-166320-166970,003990,004009,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P11-R02-TurkeySandwich-170185-171635,004081,004123,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P11-R02-TurkeySandwich-92910-94330,002226,002267,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P12-R02-TurkeySandwich-119500-120083,002867,002883,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P13-R01-PastaSalad-1066993-1071511,025596,025728,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P13-R01-PastaSalad-1071511-1074403,025709,025793,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P14-R01-PastaSalad-1172120-1174658,028124,028198,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P14-R01-PastaSalad-1182150-1183160,028369,028398,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P14-R01-PastaSalad-1201646-1206774,028827,028975,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P14-R02-TurkeySandwich-236752-237697,005680,005707,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P15-R01-PastaSalad-364275-369025,008731,008868,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P15-R01-PastaSalad-369025-370225,008853,008889,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P21-R05-Cheeseburger-286010-290585,006853,006986,48,Unknown verb 47,3,Take eating_utensil,4,tomato
P23-R03-BaconAndEggs-1416551-1418125,033994,034038,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-1700653-1702190,040812,040856,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-2171012-2172812,052100,052152,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-2177688-2179135,052261,052303,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-2242477-2244115,053815,053863,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-397964-401708,009542,009650,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-404074-407337,009689,009785,49,Unknown verb 48,3,Take eating_utensil,23,pan
P23-R03-BaconAndEggs-737276-740451,017687,017778,49,Unknown verb 48,3,Take eating_utensil,23,pan
P24-R03-BaconAndEggs-1253440-1255510,030077,030138,49,Unknown verb 48,3,Take eating_utensil,23,pan
P24-R03-BaconAndEggs-1372554-1373556,032939,032968,49,Unknown verb 48,3,Take eating_utensil,23,pan
P24-R03-BaconAndEggs-379462-381885,009101,009172,49,Unknown verb 48,3,Take eating_utensil,23,pan
P24-R03-BaconAndEggs-381913-384887,009158,009245,49,Unknown verb 48,3,Take eating_utensil,23,pan
P25-R06-GreekSalad-743710-745655,017845,017900,49,Unknown verb 48,3,Take eating_utensil,23,pan
P25-R06-GreekSalad-803676-805225,019285,019329,49,Unknown verb 48,3,Take eating_utensil,23,pan
P26-R05-Cheeseburger-1501964-1503573,036043,036090,49,Unknown verb 48,3,Take eating_utensil,23,pan
P22-R03-BaconAndEggs-647710-655710,015526,015757,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1150077-1152304,027596,027661,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1158986-1162782,027806,027916,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1166302-1167508,027988,028024,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1188973-1195560,028519,028710,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1202190-1207908,028839,029003,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1560124-1562283,037437,037500,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-1702190-1703931,040848,040899,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-2187580-2188530,052499,052527,50,Unknown verb 49,9,Cut cucumber,23,pan
P23-R03-BaconAndEggs-740465-742282,017767,017819,50,Unknown verb 49,9,Cut cucumber,23,pan
P24-R03-BaconAndEggs-1333346-1337360,031991,032106,50,Unknown verb 49,9,Cut cucumber,23,pan
P24-R03-BaconAndEggs-834143-835497,020016,020055,50,Unknown verb 49,9,Cut cucumber,23,pan
P26-R05-Cheeseburger-304804-333141,007247,008064,50,Unknown verb 49,9,Cut cucumber,23,pan
P26-R05-Cheeseburger-446458-450618,010704,010825,50,Unknown verb 49,9,Cut cucumber,23,pan
P14-R01-PastaSalad-1723832-1726607,041365,041445,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-1726607-1729484,041431,041515,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-1733124-1742571,041572,041844,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-1742642-1750260,041805,042025,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-1750260-1752163,042002,042056,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-1752163-1763450,042024,042350,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R01-PastaSalad-304615-307406,007304,007384,51,Unknown verb 50,10,Operate stove,33,cutting_board
P14-R02-TurkeySandwich-717392-734992,017175,017682,51,Unknown verb 50,10,Operate stove,33,cutting_board
P15-R01-PastaSalad-1504850-1517650,036086,036454,51,Unknown verb 50,10,Operate stove,33,cutting_board
P21-R05-Cheeseburger-740407-748792,017749,017992,51,Unknown verb 50,10,Operate stove,33,cutting_board
P21-R06-GreekSalad-1004955-1009571,024107,024241,51,Unknown verb 50,10,Operate stove,33,cutting_board
P21-R06-GreekSalad-944396-962367,022622,023140,51,Unknown verb 50,10,Operate stove,33,cutting_board
P21-R06-GreekSalad-978465-985936,023465,023681,51,Unknown verb 50,10,Operate stove,33,cutting_board
P17-R04-ContinentalBreakfast-587462-589662,014094,014157,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P18-R04-ContinentalBreakfast-261799-263918,006278,006340,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P19-R04-ContinentalBreakfast-255426-257157,006126,006176,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P20-R03-BaconAndEggs-613941-616489,014728,014802,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P20-R04-ContinentalBreakfast-559562-561989,013423,013494,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1059505-1061667,025423,025486,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1282923-1284859,030786,030841,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P21-R04-ContinentalBreakfast-324608-328288,007781,007888,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P23-R03-BaconAndEggs-1659443-1663993,039815,039947,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P23-R03-BaconAndEggs-860911-863477,020655,020730,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P24-R03-BaconAndEggs-418498-420114,010039,010087,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P24-R03-BaconAndEggs-638069-639947,015309,015363,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P25-R06-GreekSalad-188159-191063,004508,004593,52,Unknown verb 51,6,Put eating_utensil,32,bread_container
P21-R03-BaconAndEggs-1377277-1379030,033050,033101,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R03-BaconAndEggs-1507944-1509681,036186,036237,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R04-ContinentalBreakfast-1231991-1233280,029564,029602,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R04-ContinentalBreakfast-791350-792456,018990,019021,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R05-Cheeseburger-720996-722426,017300,017342,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R05-Cheeseburger-840328-841451,020165,020197,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R06-GreekSalad-1028804-1031183,024686,024754,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P21-R06-GreekSalad-1042113-1044305,025005,025069,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P22-R03-BaconAndEggs-2049297-2051588,049178,049244,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P22-R03-BaconAndEggs-2382041-2383728,057164,057214,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P22-R03-BaconAndEggs-2383728-2386511,057203,057283,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P22-R03-BaconAndEggs-2455992-2457150,058940,058975,53,Unknown verb 52,3,Take eating_utensil,34,sponge
P06-R01-PastaSalad-188116-189888,004510,004562,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P06-R02-TurkeySandwich-227526-228934,005457,005498,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P06-R02-TurkeySandwich-82718-83985,001982,002019,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P09-R02-TurkeySandwich-123250-126150,002951,003035,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P10-R05-Cheeseburger-261785-262545,006280,006304,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P10-R05-Cheeseburger-287595-288235,006901,006919,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P10-R05-Cheeseburger-676360-677440,016230,016261,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P10-R06-GreekSalad-78500-81900,001876,001974,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P11-R02-TurkeySandwich-186765-188585,004478,004531,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P12-R02-TurkeySandwich-208583-213583,004993,005138,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P12-R02-TurkeySandwich-62241-63673,001490,001532,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P14-R02-TurkeySandwich-204187-207187,004893,004980,54,Unknown verb 53,3,Take eating_utensil,24,lettuce
P13-R01-PastaSalad-1567081-1567983,037607,037634,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-1135865-1152536,027220,027701,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-325009-326759,007796,007847,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-327958-329000,007868,007898,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-329024-331316,007891,007957,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-596188-597480,014305,014343,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-657310-658227,015773,015800,55,Unknown verb 54,3,Take eating_utensil,11,onion
P14-R01-PastaSalad-832143-834310,019966,020029,55,Unknown verb 54,3,Take eating_utensil,11,onion
P15-R01-PastaSalad-600000-603000,014393,014479,55,Unknown verb 54,3,Take eating_utensil,11,onion
P21-R05-Cheeseburger-385426-387264,009246,009299,55,Unknown verb 54,3,Take eating_utensil,11,onion
P21-R06-GreekSalad-459554-465621,011015,011189,55,Unknown verb 54,3,Take eating_utensil,11,onion
P21-R06-GreekSalad-556557-558260,013353,013403,55,Unknown verb 54,3,Take eating_utensil,11,onion
P21-R05-Cheeseburger-722943-725519,017344,017419,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P21-R05-Cheeseburger-725096-726361,017399,017436,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P21-R05-Cheeseburger-756635-758477,018155,018208,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P21-R06-GreekSalad-1054275-1056083,025298,025350,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P21-R06-GreekSalad-974151-975490,023376,023415,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P22-R03-BaconAndEggs-2196619-2198711,052713,052775,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P22-R03-BaconAndEggs-2514487-2516170,060343,060393,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P22-R03-BaconAndEggs-3194013-3195647,076652,076700,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P23-R03-BaconAndEggs-2213363-2214451,053118,053149,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P23-R03-BaconAndEggs-2214451-2215237,053144,053168,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P25-R06-GreekSalad-1745355-1746147,041886,041910,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P25-R06-GreekSalad-481319-482327,011549,011578,56,Unknown verb 55,6,Put eating_utensil,34,sponge
P18-R03-BaconAndEggs-1325622-1327591,031809,031868,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P18-R04-ContinentalBreakfast-315448-318852,007562,007661,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P18-R04-ContinentalBreakfast-858679-860512,020604,020657,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P19-R03-BaconAndEggs-1540666-1543803,036968,037059,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P20-R03-BaconAndEggs-1104429-1107200,026500,026579,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P20-R03-BaconAndEggs-1136075-1138846,027259,027339,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P20-R03-BaconAndEggs-1168977-1180571,028027,028362,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P21-R04-ContinentalBreakfast-1590071-1591535,038158,038200,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P22-R03-BaconAndEggs-106404-109771,002545,002643,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P22-R03-BaconAndEggs-1518874-1521264,036446,036517,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P22-R03-BaconAndEggs-1712832-1718643,041093,041262,57,Unknown verb 56,13,Put condiment_container,19,paper_towel
P21-R03-BaconAndEggs-1268938-1270513,030450,030497,58,Unknown verb 57,2,Open fridge,35,dishwasher
P21-R04-ContinentalBreakfast-822047-823216,019726,019761,58,Unknown verb 57,2,Open fridge,35,dishwasher
P21-R06-GreekSalad-1310990-1312207,031460,031496,58,Unknown verb 57,2,Open fridge,35,dishwasher
P22-R03-BaconAndEggs-2033890-2037850,048804,048918,58,Unknown verb 57,2,Open fridge,35,dishwasher
P22-R03-BaconAndEggs-3116750-3119187,074796,074867,58,Unknown verb 57,2,Open fridge,35,dishwasher
P23-R03-BaconAndEggs-1571417-1574570,037707,037797,58,Unknown verb 57,2,Open fridge,35,dishwasher
P23-R03-BaconAndEggs-2106555-2107882,050554,050593,58,Unknown verb 57,2,Open fridge,35,dishwasher
P23-R03-BaconAndEggs-90014-93147,002153,002243,58,Unknown verb 57,2,Open fridge,35,dishwasher
P24-R03-BaconAndEggs-1989403-1995521,047731,047907,58,Unknown verb 57,2,Open fridge,35,dishwasher
P24-R03-BaconAndEggs-334040-342138,007997,008231,58,Unknown verb 57,2,Open fridge,35,dishwasher
P25-R06-GreekSalad-618246-621024,014831,014911,58,Unknown verb 57,2,Open fridge,35,dishwasher
P12-R02-TurkeySandwich-85182-85891,002043,002063,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P12-R02-TurkeySandwich-85891-87224,002058,002097,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P14-R01-PastaSalad-265820-267357,006376,006420,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P14-R02-TurkeySandwich-477230-481380,011443,011564,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P14-R02-TurkeySandwich-479987-481610,011515,011563,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P21-R03-BaconAndEggs-1088383-1090328,026117,026172,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P21-R06-GreekSalad-802639-804508,019259,019313,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P24-R03-BaconAndEggs-412756-414320,009903,009947,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P25-R06-GreekSalad-142171-143491,003409,003447,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P25-R06-GreekSalad-1585265-1589240,038037,038151,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P25-R06-GreekSalad-1625834-1627658,039016,039068,59,Unknown verb 58,3,Take eating_utensil,36,cheese_container
P20-R03-BaconAndEggs-102814-104886,002462,002523,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P20-R03-BaconAndEggs-725062-727086,017396,017456,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P21-R05-Cheeseburger-113269-115151,002714,002768,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P22-R03-BaconAndEggs-616140-617999,014783,014836,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P23-R03-BaconAndEggs-1136826-1139348,027277,027351,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P23-R03-BaconAndEggs-275407-277134,006605,006656,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P24-R03-BaconAndEggs-2086205-2089193,050061,050148,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P24-R03-BaconAndEggs-808992-810672,019411,019461,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P25-R06-GreekSalad-552186-555475,013244,013340,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P26-R05-Cheeseburger-276721-279072,006636,006703,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P26-R05-Cheeseburger-279072-281544,006691,006764,60,Unknown verb 59,3,Take eating_utensil,37,oil_container
P22-R03-BaconAndEggs-993330-995021,023835,023885,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
P23-R03-BaconAndEggs-1618202-1620177,038831,038890,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
P24-R03-BaconAndEggs-2105000-2109871,050509,050648,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
P24-R03-BaconAndEggs-687905-689533,016505,016553,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
P24-R03-BaconAndEggs-767837-769492,018424,018472,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
P25-R06-GreekSalad-1855483-1856386,044529,044556,61,Unknown verb 60,6,Put eating_utensil,29,seasoning_container
