clip_name,start_frame,start_time_fmt,action_name,verb_name,noun_names,start_time_ms,end_time_ms,end_time_fmt,end_frame,verb_id,action_id,noun_ids
OP06-R04-ContinentalBreakfast,3550,02:28.140,Put pot,Put,pot,148140,150450,02:30.450,3616,6,33,26
OP06-R04-ContinentalBreakfast,3817,02:39.405,Operate stove,Operate,stove,159405,162635,02:42.635,3912,7,10,9
OP06-R04-ContinentalBreakfast,4035,02:48.970,Take bowl,Take,bowl,168970,177560,02:57.560,4282,3,17,14
OP06-R04-ContinentalBreakfast,4258,02:57.600,Take bowl,Take,bowl,177600,179240,02:59.240,4306,3,17,14
OP06-R04-ContinentalBreakfast,5997,04:09.970,Open condiment_container,Open,condiment_container,249970,250740,04:10.740,6020,2,25,7
OP06-R04-ContinentalBreakfast,6482,04:30.550,Close condiment_container,Close,condiment_container,270550,275080,04:35.080,6613,8,37,7
OP06-R04-ContinentalBreakfast,6859,04:46.055,"Spread condiment,bread,eating_utensil",Spread,"condiment,bread,eating_utensil",286055,288635,04:48.635,6934,11,27,"21,22,3"
OP06-R04-ContinentalBreakfast,7358,05:07.205,"Spread condiment,bread,eating_utensil",Spread,"condiment,bread,eating_utensil",307205,313300,05:13.300,7534,11,27,"21,22,3"
OP06-R04-ContinentalBreakfast,8034,05:34.955,Take cup,Take,cup,334955,336775,05:36.775,8087,3,42,30
OP06-R04-ContinentalBreakfast,8998,06:15.055,Put cup,Put,cup,375055,376345,06:16.345,9036,6,44,30
OP06-R04-ContinentalBreakfast,9152,06:21.475,Take pot,Take,pot,381475,382945,06:22.945,9194,3,45,26
OP06-R04-ContinentalBreakfast,9472,06:34.920,Put pot,Put,pot,394920,397680,06:37.680,9551,6,33,26
OP06-R05-Cheeseburger,866,00:36.220,Open drawer,Open,drawer,36220,37640,00:37.640,907,2,15,12
OP06-R05-Cheeseburger,1635,01:08.250,Close oil_container,Close,oil_container,68250,69770,01:09.770,1678,8,105,37
OP06-R05-Cheeseburger,1695,01:10.805,Put oil_container,Put,oil_container,70805,72475,01:12.475,1744,6,106,37
OP06-R05-Cheeseburger,3258,02:15.895,Close drawer,Close,drawer,135895,137145,02:17.145,3295,8,78,12
OP06-R05-Cheeseburger,3688,02:34.170,Take tomato,Take,tomato,154170,159410,02:39.410,3838,3,48,4
OP06-R05-Cheeseburger,3970,02:45.630,Close fridge,Close,fridge,165630,168030,02:48.030,4038,8,11,2
OP06-R05-Cheeseburger,4415,03:04.190,Take lettuce,Take,lettuce,184190,186480,03:06.480,4481,3,54,24
OP06-R05-Cheeseburger,4500,03:07.590,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,187590,188690,03:08.690,4531,13,43,24
OP06-R05-Cheeseburger,4529,03:09.130,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,189130,193550,03:13.550,4656,13,43,24
OP06-R05-Cheeseburger,4666,03:14.680,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,194680,197190,03:17.190,4739,13,43,24
OP06-R05-Cheeseburger,5046,03:30.320,Turn on faucet,Turn on,faucet,210320,210970,03:30.970,5065,5,5,5
OP06-R05-Cheeseburger,5386,03:44.530,Take tomato,Take,tomato,224530,225270,03:45.270,5409,3,48,4
OP06-R05-Cheeseburger,5524,03:50.270,Turn on faucet,Turn on,faucet,230270,231330,03:51.330,5554,5,5,5
OP06-R05-Cheeseburger,7079,04:58.580,Cut lettuce,Cut,lettuce,298580,334650,05:34.650,8118,4,74,24
OP06-R05-Cheeseburger,8787,06:06.418,Take grocery_bag,Take,grocery_bag,366418,369338,06:09.338,8872,3,83,46
OP06-R05-Cheeseburger,9323,06:28.688,Take cheese_container,Take,cheese_container,388688,390668,06:30.668,9382,3,59,36
OP06-R05-Cheeseburger,9550,06:40.060,Open cheese_container,Open,cheese_container,400060,421570,07:01.570,10169,2,104,36
OP06-R05-Cheeseburger,10484,07:16.980,"Put trash,trash_container",Put,"trash,trash_container",436980,438490,07:18.490,10527,6,19,"15,16"
OP06-R05-Cheeseburger,10937,07:36.279,Move Around patty,Move Around,patty,456279,461732,07:41.732,11095,9,32,25
OP06-R05-Cheeseburger,12189,08:28.260,Move Around patty,Move Around,patty,508260,512260,08:32.260,12304,9,32,25
OP06-R05-Cheeseburger,12431,08:39.900,Move Around patty,Move Around,patty,519900,539091,08:59.091,12985,9,32,25
OP06-R05-Cheeseburger,13237,09:11.660,Take cooking_utensil,Take,cooking_utensil,551660,552580,09:12.580,13264,3,30,18
OP06-R05-Cheeseburger,14593,10:08.165,Turn on faucet,Turn on,faucet,608165,609055,10:09.055,14620,5,5,5
OP06-R05-Cheeseburger,14601,10:09.065,Wash pan,Wash,pan,609065,615845,10:15.845,14797,10,63,23
OP06-R05-Cheeseburger,15097,10:29.190,Close fridge,Close,fridge,629190,630409,10:30.409,15133,8,11,2
OP06-R05-Cheeseburger,15190,10:33.104,Open condiment_container,Open,condiment_container,633104,634824,10:34.824,15240,2,25,7
OP06-R05-Cheeseburger,15398,10:41.687,Put condiment_container,Put,condiment_container,641687,642437,10:42.437,15421,6,13,7
OP06-R05-Cheeseburger,15417,10:42.472,Put condiment_container,Put,condiment_container,642472,643462,10:43.462,15446,6,13,7
OP06-R05-Cheeseburger,15502,10:46.207,Compress sandwich,Compress,sandwich,646207,648677,10:48.677,15575,17,90,50
OP06-R05-Cheeseburger,15620,10:50.940,Compress sandwich,Compress,sandwich,650940,651840,10:51.840,15647,17,90,50
OP06-R06-GreekSalad,647,00:27.140,Open fridge,Open,fridge,27140,28860,00:28.860,697,2,2,2
OP06-R06-GreekSalad,889,00:37.148,Close fridge,Close,fridge,37148,37918,00:37.918,913,8,11,2
OP06-R06-GreekSalad,1162,00:49.025,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,49025,55135,00:55.135,1338,13,43,24
OP06-R06-GreekSalad,3329,02:20.785,Cut cucumber,Cut,cucumber,140785,161465,02:41.465,3925,4,9,8
OP06-R06-GreekSalad,3350,02:19.700,Take eating_utensil,Take,eating_utensil,139700,140770,02:20.770,3381,3,3,3
OP06-R06-GreekSalad,3872,02:41.480,Put eating_utensil,Put,eating_utensil,161480,162700,02:42.700,3908,6,6,3
OP06-R06-GreekSalad,4067,02:50.355,Cut cucumber,Cut,cucumber,170355,179145,02:59.145,4321,4,9,8
OP06-R06-GreekSalad,4287,03:01.370,Cut cucumber,Cut,cucumber,181370,208350,03:28.350,5066,4,9,8
OP06-R06-GreekSalad,5006,03:28.680,Take tomato,Take,tomato,208680,209670,03:29.670,5035,3,48,4
OP06-R06-GreekSalad,5098,03:33.965,Cut tomato,Cut,tomato,213965,229415,03:49.415,5543,4,4,4
OP06-R06-GreekSalad,5570,03:53.190,Cut tomato,Cut,tomato,233190,244170,04:04.170,5887,4,4,4
OP06-R06-GreekSalad,5885,04:06.930,Cut onion,Cut,onion,246930,264110,04:24.110,6380,4,14,11
OP06-R06-GreekSalad,6366,04:25.600,Cut onion,Cut,onion,265600,269050,04:29.050,6466,4,14,11
OP06-R06-GreekSalad,7219,05:01.200,Close fridge,Close,fridge,301200,305080,05:05.080,7331,8,11,2
OP06-R06-GreekSalad,7369,05:07.300,Open cheese_container,Open,cheese_container,307300,310050,05:10.050,7448,2,104,36
OP06-R06-GreekSalad,8433,05:51.575,Open fridge,Open,fridge,351575,353195,05:53.195,8481,2,2,2
OP06-R06-GreekSalad,8527,05:55.450,Put cheese_container,Put,cheese_container,355450,356680,05:56.680,8564,6,91,36
OP06-R06-GreekSalad,8591,05:58.145,Close fridge,Close,fridge,358145,359805,05:59.805,8640,8,11,2
OP06-R06-GreekSalad,8656,06:00.795,Open fridge,Open,fridge,360795,362135,06:02.135,8695,2,2,2
OP06-R06-GreekSalad,8899,06:11.165,Close fridge,Close,fridge,371165,374725,06:14.725,9002,8,11,2
OP06-R06-GreekSalad,9087,06:18.765,Take condiment_container,Take,condiment_container,378765,379935,06:19.935,9122,3,8,7
OP06-R06-GreekSalad,9119,06:20.180,"Pour condiment,condiment_container,salad",Pour,"condiment,condiment_container,salad",380180,382230,06:22.230,9179,16,79,"21,7,44"
OP06-R06-GreekSalad,9235,06:25.060,Open condiment_container,Open,condiment_container,385060,387480,06:27.480,9306,2,25,7
OP06-R06-GreekSalad,9356,06:30.150,Close condiment_container,Close,condiment_container,390150,393290,06:33.290,9446,8,37,7
OP06-R06-GreekSalad,9601,06:40.355,Open oil_container,Open,oil_container,400355,403315,06:43.315,9687,2,95,37
OP06-R06-GreekSalad,10335,07:10.670,Move Around eating_utensil,Move Around,eating_utensil,430670,431250,07:11.250,10351,9,70,3
OP06-R06-GreekSalad,10400,07:13.565,Open fridge,Open,fridge,433565,435575,07:15.575,10459,2,2,2
OP06-R06-GreekSalad,10732,07:27.425,Put condiment_container,Put,condiment_container,447425,449955,07:29.955,10805,6,13,7
OP06-R06-GreekSalad,10827,07:31.220,Close fridge,Close,fridge,451220,452340,07:32.340,10859,8,11,2
OP06-R06-GreekSalad,10925,07:35.365,Wash hand,Wash,hand,455365,456725,07:36.725,10965,10,39,28
OP06-R06-GreekSalad,10980,07:37.680,Take paper_towel,Take,paper_towel,457680,459310,07:39.310,11028,3,23,19
OP06-R07-Pizza,1299,00:54.245,Turn on faucet,Turn on,faucet,54245,55115,00:55.115,1325,5,5,5
OP06-R07-Pizza,1302,00:55.280,Turn on faucet,Turn on,faucet,55280,65370,01:05.370,1593,5,5,5
OP06-R07-Pizza,1568,01:05.425,Turn off faucet,Turn off,faucet,65425,66325,01:06.325,1594,12,28,5
OP06-R07-Pizza,2925,02:02.165,Open oil_container,Open,oil_container,122165,124695,02:04.695,2999,2,95,37
OP06-R07-Pizza,3212,02:14.095,Close oil_container,Close,oil_container,134095,136605,02:16.605,3285,8,105,37
OP06-R07-Pizza,3277,02:16.660,Close oil_container,Close,oil_container,136660,137650,02:17.650,3306,8,105,37
OP06-R07-Pizza,3482,02:25.140,Put pan,Put,pan,145140,145870,02:25.870,3502,6,29,23
OP06-R07-Pizza,4784,03:19.670,Operate microwave,Operate,microwave,199670,203150,03:23.150,4884,7,97,52
OP06-R07-Pizza,6760,04:41.870,Close fridge,Close,fridge,281870,283430,04:43.430,6807,8,11,2
OP06-R07-Pizza,9674,06:43.275,Put pan,Put,pan,403275,405105,06:45.105,9727,6,29,23
OP06-R07-Pizza,9968,06:55.445,Close fridge,Close,fridge,415445,416455,06:56.455,9997,8,11,2
OP06-R07-Pizza,10063,06:59.410,Take condiment_container,Take,condiment_container,419410,420280,07:00.280,10089,3,8,7
OP06-R07-Pizza,10082,07:00.325,Open condiment_container,Open,condiment_container,420325,422535,07:02.535,10146,2,25,7
OP06-R07-Pizza,10534,07:19.320,Close condiment_container,Close,condiment_container,439320,443150,07:23.150,10645,8,37,7
OP06-R07-Pizza,10633,07:23.205,Open condiment_container,Open,condiment_container,443205,444535,07:24.535,10672,2,25,7
OP06-R07-Pizza,10974,07:37.445,Put condiment_container,Put,condiment_container,457445,459185,07:39.185,11025,6,13,7
OP06-R07-Pizza,12114,08:25.017,Put cheese,Put,cheese,505017,507827,08:27.827,12194,6,69,40
OP06-R07-Pizza,12180,08:27.842,Put cheese,Put,cheese,507842,511212,08:31.212,12278,6,69,40
OP06-R07-Pizza,12265,08:31.227,Put cheese,Put,cheese,511227,513167,08:33.167,12321,6,69,40
OP06-R07-Pizza,13195,09:10.345,Take cheese,Take,cheese,550345,555965,09:15.965,13357,3,84,40
OP06-R07-Pizza,13354,09:16.655,Take cheese,Take,cheese,556655,558775,09:18.775,13416,3,84,40
OP06-R07-Pizza,13404,09:18.805,Take cheese,Take,cheese,558805,561835,09:21.835,13492,3,84,40
OP06-R07-Pizza,13574,09:26.020,Take cheese,Take,cheese,566020,570210,09:30.210,13696,3,84,40
OP06-R07-Pizza,13677,09:30.255,Put cheese,Put,cheese,570255,574065,09:34.065,13787,6,69,40
P01-R01-PastaSalad,1211,00:50.963,Inspect/Read recipe,Inspect/Read,recipe,50963,56059,00:56.059,1358,1,1,1
P01-R01-PastaSalad,1369,00:57.320,Move Around eating_utensil,Move Around,eating_utensil,57320,59939,00:59.939,1445,9,70,3
P01-R01-PastaSalad,1479,01:01.825,Turn on faucet,Turn on,faucet,61825,63436,01:03.436,1527,5,5,5
P01-R01-PastaSalad,1754,01:13.369,Put pot,Put,pot,73369,76016,01:16.016,1831,6,33,26
P01-R01-PastaSalad,1983,01:22.874,Inspect/Read recipe,Inspect/Read,recipe,82874,84969,01:24.969,2045,1,1,1
P01-R01-PastaSalad,2096,01:28.037,Inspect/Read recipe,Inspect/Read,recipe,88037,94647,01:34.647,2288,1,1,1
P01-R01-PastaSalad,2303,01:36.396,Inspect/Read recipe,Inspect/Read,recipe,96396,100523,01:40.523,2423,1,1,1
P01-R01-PastaSalad,2446,01:42.068,Take pasta_container,Take,pasta_container,102068,103522,01:43.522,2488,3,73,42
P01-R01-PastaSalad,2525,01:45.649,Inspect/Read recipe,Inspect/Read,recipe,105649,110102,01:50.102,2653,1,1,1
P01-R01-PastaSalad,2802,01:57.400,Inspect/Read recipe,Inspect/Read,recipe,117400,123953,02:03.953,2990,1,1,1
P01-R01-PastaSalad,3036,02:06.691,Turn on faucet,Turn on,faucet,126691,128611,02:08.611,3091,5,5,5
P01-R01-PastaSalad,3071,02:08.675,Wash hand,Wash,hand,128675,135688,02:15.688,3274,10,39,28
P01-R01-PastaSalad,3496,02:25.966,Take grocery_bag,Take,grocery_bag,145966,148923,02:28.923,3582,3,83,46
P01-R01-PastaSalad,3570,02:29.061,Take tomato_container,Take,tomato_container,149061,152126,02:32.126,3659,3,68,39
P01-R01-PastaSalad,3661,02:33.284,Inspect/Read recipe,Inspect/Read,recipe,153284,160504,02:40.504,3870,1,1,1
P01-R01-PastaSalad,4236,02:57.032,Close fridge,Close,fridge,177032,182041,03:02.041,4381,8,11,2
P01-R01-PastaSalad,4524,03:09.062,Take tomato,Take,tomato,189062,194379,03:14.379,4679,3,48,4
P01-R01-PastaSalad,4683,03:15.296,Inspect/Read recipe,Inspect/Read,recipe,195296,196936,03:16.936,4731,1,1,1
P01-R01-PastaSalad,4768,03:19.063,Inspect/Read recipe,Inspect/Read,recipe,199063,202740,03:22.740,4875,1,1,1
P01-R01-PastaSalad,4896,03:24.188,Turn on faucet,Turn on,faucet,204188,205841,03:25.841,4945,5,5,5
P01-R01-PastaSalad,4963,03:26.890,Turn off faucet,Turn off,faucet,206890,207742,03:27.742,4988,12,28,5
P01-R01-PastaSalad,5305,03:41.565,Cut tomato,Cut,tomato,221565,226604,03:46.604,5451,4,4,4
P01-R01-PastaSalad,5463,03:48.430,Cut tomato,Cut,tomato,228430,236465,03:56.465,5695,4,4,4
P01-R01-PastaSalad,5675,03:57.087,Inspect/Read recipe,Inspect/Read,recipe,237087,243278,04:03.278,5854,1,1,1
P01-R01-PastaSalad,5826,04:03.932,Cut tomato,Cut,tomato,243932,255672,04:15.672,6165,4,4,4
P01-R01-PastaSalad,6096,04:16.746,Cut tomato,Cut,tomato,256746,283905,04:43.905,6879,4,4,4
P01-R01-PastaSalad,6860,04:46.043,Cut tomato,Cut,tomato,286043,288403,04:48.403,6927,4,4,4
P01-R01-PastaSalad,7361,05:07.130,Cut tomato,Cut,tomato,307130,311319,05:11.319,7482,4,4,4
P01-R01-PastaSalad,9072,06:18.141,Turn on faucet,Turn on,faucet,378141,379406,06:19.406,9109,5,5,5
P01-R01-PastaSalad,9096,06:19.120,Turn off faucet,Turn off,faucet,379120,379933,06:19.933,9121,12,28,5
P01-R01-PastaSalad,9800,06:48.463,Take seasoning_container,Take,seasoning_container,408463,409722,06:49.722,9837,3,41,29
P01-R01-PastaSalad,10325,07:10.361,Put seasoning_container,Put,seasoning_container,430361,431518,07:11.518,10360,6,61,29
P01-R01-PastaSalad,10463,07:16.322,Inspect/Read recipe,Inspect/Read,recipe,436322,439848,07:19.848,10565,1,1,1
P01-R01-PastaSalad,10584,07:21.653,Cut onion,Cut,onion,441653,447951,07:27.951,10766,4,14,11
P01-R01-PastaSalad,10800,07:30.234,Cut onion,Cut,onion,450234,452460,07:32.460,10865,4,14,11
P01-R01-PastaSalad,10815,07:32.174,Cut onion,Cut,onion,452174,467534,07:47.534,11258,4,14,11
P01-R01-PastaSalad,11190,07:47.705,Cut onion,Cut,onion,467705,481908,08:01.908,11600,4,14,11
P01-R01-PastaSalad,11586,08:03.054,Put onion,Put,onion,483054,486094,08:06.094,11674,6,92,11
P01-R01-PastaSalad,12181,08:28.063,Cut onion,Cut,onion,508063,513220,08:33.220,12330,4,14,11
P01-R01-PastaSalad,12358,08:35.871,Cut onion,Cut,onion,515871,525261,08:45.261,12629,4,14,11
P01-R01-PastaSalad,12841,08:55.364,Put onion,Put,onion,535364,538243,08:58.243,12925,6,92,11
P01-R01-PastaSalad,12915,08:58.498,Take paper_towel,Take,paper_towel,538498,541793,09:01.793,13012,3,23,19
P01-R01-PastaSalad,13008,09:02.083,Put paper_towel,Put,paper_towel,542083,542791,09:02.791,13028,6,88,19
P01-R01-PastaSalad,13023,09:02.791,Put paper_towel,Put,paper_towel,542791,543972,09:03.972,13059,6,88,19
P01-R01-PastaSalad,13762,09:33.520,Inspect/Read recipe,Inspect/Read,recipe,573520,574615,09:34.615,13793,1,1,1
P01-R01-PastaSalad,13859,09:37.545,Inspect/Read recipe,Inspect/Read,recipe,577545,578675,09:38.675,13891,1,1,1
P01-R01-PastaSalad,13962,09:41.795,Turn off faucet,Turn off,faucet,581795,582453,09:42.453,13980,12,28,5
P01-R01-PastaSalad,14021,09:44.279,Put bell_pepper,Put,bell_pepper,584279,584785,09:44.785,14036,6,71,17
P01-R01-PastaSalad,14347,09:57.919,Put bell_pepper,Put,bell_pepper,597919,599484,09:59.484,14391,6,71,17
P01-R01-PastaSalad,15748,10:56.801,Mix pasta,Mix,pasta,656801,663055,11:03.055,15929,15,81,45
P01-R01-PastaSalad,15949,11:04.778,Take bell_pepper,Take,bell_pepper,664778,666965,11:06.965,16013,3,64,17
P01-R01-PastaSalad,16418,11:25.325,Cut bell_pepper,Cut,bell_pepper,685325,697675,11:37.675,16774,4,21,17
P01-R01-PastaSalad,17006,11:48.674,"Put trash,trash_container",Put,"trash,trash_container",708674,709718,11:49.718,17036,6,19,"15,16"
P01-R01-PastaSalad,17140,11:54.762,Put bell_pepper,Put,bell_pepper,714762,720802,12:00.802,17314,6,71,17
P01-R01-PastaSalad,17468,12:08.252,Cut cucumber,Cut,cucumber,728252,732350,12:12.350,17587,4,9,8
P01-R01-PastaSalad,17597,12:13.432,Put cucumber,Put,cucumber,733432,735679,12:15.679,17662,6,89,8
P01-R01-PastaSalad,17713,12:18.328,Turn on faucet,Turn on,faucet,738328,740780,12:20.780,17785,5,5,5
P01-R01-PastaSalad,17777,12:20.816,Turn off faucet,Turn off,faucet,740816,741676,12:21.676,17803,12,28,5
P01-R01-PastaSalad,17866,12:24.747,Open drawer,Open,drawer,744747,747628,12:27.628,17951,2,15,12
P01-R01-PastaSalad,17925,12:27.842,Move Around eating_utensil,Move Around,eating_utensil,747842,757447,12:37.447,18202,9,70,3
P01-R01-PastaSalad,18226,12:39.780,Open drawer,Open,drawer,759780,763161,12:43.161,18324,2,15,12
P01-R01-PastaSalad,18362,12:45.285,Open drawer,Open,drawer,765285,766916,12:46.916,18410,2,15,12
P01-R01-PastaSalad,18399,12:46.860,Close drawer,Close,drawer,766860,768927,12:48.927,18460,8,78,12
P01-R01-PastaSalad,19916,13:50.199,Cut cucumber,Cut,cucumber,830199,833449,13:53.449,20011,4,9,8
P01-R01-PastaSalad,19992,13:54.131,Cut cucumber,Cut,cucumber,834131,845622,14:05.622,20322,4,9,8
P01-R01-PastaSalad,20513,14:15.871,Cut cucumber,Cut,cucumber,855871,867182,14:27.182,20840,4,9,8
P01-R01-PastaSalad,20835,14:28.216,Take cooking_utensil,Take,cooking_utensil,868216,869304,14:29.304,20866,3,30,18
P01-R01-PastaSalad,20862,14:29.533,Mix pasta,Mix,pasta,869533,872257,14:32.257,20941,15,81,45
P01-R01-PastaSalad,20993,14:35.163,Cut cucumber,Cut,cucumber,875163,879527,14:39.527,21119,4,9,8
P01-R01-PastaSalad,21094,14:39.553,Cut cucumber,Cut,cucumber,879553,885826,14:45.826,21275,4,9,8
P01-R01-PastaSalad,21533,14:57.927,Inspect/Read recipe,Inspect/Read,recipe,897927,905237,15:05.237,21743,1,1,1
P01-R01-PastaSalad,22746,15:47.929,Move Around pot,Move Around,pot,947929,949821,15:49.821,22800,9,101,26
P01-R01-PastaSalad,22806,15:50.622,Inspect/Read recipe,Inspect/Read,recipe,950622,954108,15:54.108,22907,1,1,1
P01-R01-PastaSalad,23745,16:29.579,Put pot,Put,pot,989579,991219,16:31.219,23794,6,33,26
P01-R01-PastaSalad,23782,16:31.483,Inspect/Read recipe,Inspect/Read,recipe,991483,996824,16:36.824,23937,1,1,1
P01-R01-PastaSalad,24581,17:04.407,Turn on faucet,Turn on,faucet,1024407,1026213,17:06.213,24634,5,5,5
P01-R01-PastaSalad,24630,17:06.368,Turn off faucet,Turn off,faucet,1026368,1027490,17:07.490,24662,12,28,5
P01-R01-PastaSalad,24743,17:11.364,Cut carrot,Cut,carrot,1031364,1035412,17:15.412,24859,4,12,10
P01-R01-PastaSalad,24849,17:15.758,Cut carrot,Cut,carrot,1035758,1039454,17:19.454,24956,4,12,10
P01-R01-PastaSalad,24916,17:19.625,Cut carrot,Cut,carrot,1039625,1054161,17:34.161,25335,4,12,10
P01-R01-PastaSalad,25316,17:36.064,Cut carrot,Cut,carrot,1056064,1068209,17:48.209,25667,4,12,10
P01-R01-PastaSalad,25634,17:48.298,Cut carrot,Cut,carrot,1068298,1070474,17:50.474,25697,4,12,10
P01-R01-PastaSalad,25738,17:53.016,Cut carrot,Cut,carrot,1073016,1078816,17:58.816,25906,4,12,10
P01-R01-PastaSalad,26073,18:06.944,Cut carrot,Cut,carrot,1086944,1092632,18:12.632,26237,4,12,10
P01-R01-PastaSalad,26217,18:13.066,Cut carrot,Cut,carrot,1093066,1099626,18:19.626,26408,4,12,10
P01-R01-PastaSalad,26357,18:20.612,Cut carrot,Cut,carrot,1100612,1124491,18:44.491,27045,4,12,10
P01-R01-PastaSalad,26995,18:46.148,Cut carrot,Cut,carrot,1126148,1139724,18:59.724,27386,4,12,10
P01-R01-PastaSalad,27408,19:02.180,Take plate,Take,plate,1142180,1143933,19:03.933,27459,3,16,13
P01-R01-PastaSalad,27993,19:26.548,Take bread_container,Take,bread_container,1166548,1168131,19:28.131,28040,3,47,32
P01-R01-PastaSalad,28576,19:50.860,Close fridge,Close,fridge,1190860,1192611,19:52.611,28627,8,11,2
P01-R01-PastaSalad,28692,19:55.729,Inspect/Read recipe,Inspect/Read,recipe,1195729,1198016,19:58.016,28758,1,1,1
P01-R01-PastaSalad,29993,20:50.275,"Pour condiment,condiment_container,salad",Pour,"condiment,condiment_container,salad",1250275,1255683,20:55.683,30150,16,79,"21,7,44"
P01-R01-PastaSalad,30182,20:57.956,Inspect/Read recipe,Inspect/Read,recipe,1257956,1261225,21:01.225,30278,1,1,1
P01-R01-PastaSalad,30856,21:25.859,Take pot,Take,pot,1285859,1287433,21:27.433,30903,3,45,26
P01-R01-PastaSalad,30922,21:28.566,Turn on faucet,Turn on,faucet,1288566,1290058,21:30.058,30965,5,5,5
P01-R01-PastaSalad,31141,21:37.728,"Squeeze washing_liquid,sponge",Squeeze,"washing_liquid,sponge",1297728,1299535,21:39.535,31193,19,96,"51,34"
P01-R01-PastaSalad,31179,21:39.218,"Squeeze washing_liquid,sponge",Squeeze,"washing_liquid,sponge",1299218,1300106,21:40.106,31205,19,96,"51,34"
P01-R01-PastaSalad,31208,21:40.471,Turn on faucet,Turn on,faucet,1300471,1301743,21:41.743,31245,5,5,5
P01-R01-PastaSalad,31773,22:04.043,Turn on faucet,Turn on,faucet,1324043,1325629,22:05.629,31820,5,5,5
P01-R01-PastaSalad,31835,22:06.559,Put sponge,Put,sponge,1326559,1327583,22:07.583,31864,6,56,34
P01-R01-PastaSalad,31850,22:08.276,Wash pot,Wash,pot,1328276,1339975,22:19.975,32188,10,80,26
P01-R01-PastaSalad,32164,22:20.268,Turn off faucet,Turn off,faucet,1340268,1341396,22:21.396,32196,12,28,5
P01-R01-PastaSalad,32215,22:22.432,Put pot,Put,pot,1342432,1343816,22:23.816,32255,6,33,26
P01-R02-TurkeySandwich,1179,00:50.100,Inspect/Read recipe,Inspect/Read,recipe,50100,59600,00:59.600,1454,1,1,1
P01-R02-TurkeySandwich,1490,01:02.300,Turn on faucet,Turn on,faucet,62300,64600,01:04.600,1556,5,5,5
P01-R02-TurkeySandwich,1968,01:22.089,Turn on faucet,Turn on,faucet,82089,83185,01:23.185,1999,5,5,5
P01-R02-TurkeySandwich,2090,01:27.196,Turn off faucet,Turn off,faucet,87196,87996,01:27.996,2114,12,28,5
P01-R02-TurkeySandwich,2322,01:36.916,Inspect/Read recipe,Inspect/Read,recipe,96916,98234,01:38.234,2361,1,1,1
P01-R02-TurkeySandwich,2395,01:39.975,Inspect/Read recipe,Inspect/Read,recipe,99975,101637,01:41.637,2444,1,1,1
P01-R02-TurkeySandwich,2546,01:46.567,Take tomato_container,Take,tomato_container,106567,111304,01:51.304,2683,3,68,39
P01-R02-TurkeySandwich,3029,02:06.413,Put cheese_container,Put,cheese_container,126413,128054,02:08.054,3078,6,91,36
P01-R02-TurkeySandwich,3116,02:09.988,Take bowl,Take,bowl,129988,131147,02:11.147,3151,3,17,14
P01-R02-TurkeySandwich,3162,02:11.884,Put bowl,Put,bowl,131884,133291,02:13.291,3202,6,18,14
P01-R02-TurkeySandwich,3507,02:26.332,Take tomato,Take,tomato,146332,148201,02:28.201,3561,3,48,4
P01-R02-TurkeySandwich,3555,02:28.225,Put tomato,Put,tomato,148225,149149,02:29.149,3582,6,40,4
P01-R02-TurkeySandwich,3743,02:36.100,Put tomato,Put,tomato,156100,157327,02:37.327,3779,6,40,4
P01-R02-TurkeySandwich,3781,02:37.748,Close fridge,Close,fridge,157748,159561,02:39.561,3834,8,11,2
P01-R02-TurkeySandwich,3912,02:43.102,Turn on faucet,Turn on,faucet,163102,164151,02:44.151,3942,5,5,5
P01-R02-TurkeySandwich,3936,02:44.172,Turn off faucet,Turn off,faucet,164172,165751,02:45.751,3983,12,28,5
P01-R02-TurkeySandwich,4115,02:51.516,Inspect/Read recipe,Inspect/Read,recipe,171516,172185,02:52.185,4134,1,1,1
P01-R02-TurkeySandwich,4160,02:53.836,Cut tomato,Cut,tomato,173836,178820,02:58.820,4304,4,4,4
P01-R02-TurkeySandwich,4337,03:01.344,Cut tomato,Cut,tomato,181344,187509,03:07.509,4516,4,4,4
P01-R02-TurkeySandwich,5713,03:58.233,Inspect/Read recipe,Inspect/Read,recipe,238233,239964,03:59.964,5764,1,1,1
P01-R02-TurkeySandwich,6545,04:32.845,Take lettuce,Take,lettuce,272845,274076,04:34.076,6581,3,54,24
P01-R02-TurkeySandwich,6588,04:35.383,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,275383,284152,04:44.152,6841,13,43,24
P01-R02-TurkeySandwich,6815,04:44.509,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,284509,290082,04:50.082,6975,13,43,24
P01-R02-TurkeySandwich,7000,04:51.927,Divide/Pull Apart lettuce,Divide/Pull Apart,lettuce,291927,294383,04:54.383,7072,13,43,24
P01-R02-TurkeySandwich,7642,05:18.601,Turn on faucet,Turn on,faucet,318601,320410,05:20.410,7694,5,5,5
P01-R02-TurkeySandwich,7715,05:21.660,Turn on faucet,Turn on,faucet,321660,323535,05:23.535,7769,5,5,5
P01-R02-TurkeySandwich,7855,05:27.386,Turn off faucet,Turn off,faucet,327386,328255,05:28.255,7881,12,28,5
